Id,SalePrice
1461,119250.78790968994
1462,166486.26420546975
1463,160242.8639583554
1464,192953.00796065584
1465,206946.3256626057
1466,168473.87714080838
1467,179271.6822437141
1468,173672.20623743674
1469,187853.11875190213
1470,104721.28283726273
1471,170904.1524375053
1472,109290.2922666684
1473,90335.73412548052
1474,166228.07810837985
1475,137052.60469511058
1476,351393.40209937294
1477,293303.60626725
1478,311300.2621467918
1479,324859.28924098087
1480,390101.89291326806
1481,302031.4195106266
1482,239619.68551052955
1483,187401.64245810802
1484,192283.44976610935
1485,194319.41773988295
1486,225606.11230469833
1487,296519.8414730079
1488,239477.36829011212
1489,225840.23817929951
1490,206390.11522827484
1491,212468.6824524426
1492,93842.0159364629
1493,197343.36081065028
1494,274791.82458561787
1495,268267.38232370105
1496,197384.70731595287
1497,168986.3252633392
1498,180693.88838649634
1499,161885.4268306333
1500,147989.3161352611
1501,152641.7664910179
1502,152378.71163583687
1503,288476.88287979166
1504,244752.1900099723
1505,222764.73968174797
1506,189244.63908847258
1507,224710.42052435805
1508,179686.16698046005
1509,153339.90001627745
1510,139580.872456135
1511,142175.25187098025
1512,159915.52710097074
1513,146076.16059539118
1514,142288.18248359254
1515,184127.59118883975
1516,154585.30536226835
1517,163461.14663132397
1518,128004.3221360126
1519,248803.31553667877
1520,120682.10067629057
1521,123307.14914263296
1522,162385.3252741613
1523,100450.48324333166
1524,96676.56604539044
1525,131393.7155921047
1526,78102.8478280257
1527,100963.77707192185
1528,137360.18260726717
1529,124313.36401149933
1530,205060.56889302423
1531,152209.5670443758
1532,92665.10265722696
1533,155321.76908786024
1534,115713.49907587946
1535,145380.50132920418
1536,107089.41007568222
1537,51905.49922881811
1538,191296.41938526405
1539,199480.9448003457
1540,83813.79498560005
1541,150849.56791348453
1542,154852.27783115092
1543,219420.30124217458
1544,66408.83319471416
1545,119699.8470200455
1546,150056.1346560414
1547,144533.12693975307
1548,147186.52205005882
1549,124335.74025936367
1550,126760.39996780234
1551,105631.27172393876
1552,120801.73344834778
1553,154726.42581884481
1554,115922.23958540394
1555,173252.86882703716
1556,133844.33646392263
1557,67482.69329082442
1558,131003.98780654732
1559,93826.33908514178
1560,101497.88927152299
1561,105394.27770060534
1562,148284.61845303152
1563,117648.04354065598
1564,129794.70636039856
1565,169543.87669020996
1566,271688.14685316605
1567,71384.05644326494
1568,232956.20907829795
1569,99188.75446571514
1570,163664.7260761063
1571,107385.1064629585
1572,130490.82775303838
1573,219947.20774740365
1574,126302.88742771675
1575,222521.52558520704
1576,274390.30203734955
1577,203245.38443146192
1578,139031.80560645415
1579,119348.03610696504
1580,195661.3471613034
1581,182687.22545828193
1582,117235.52749897039
1583,291566.26334485377
1584,236998.88533520477
1585,124730.72937518707
1586,78528.96600089641
1587,116437.64040429401
1588,137448.08783156727
1589,94835.01556753973
1590,120108.72517177917
1591,87219.46860398224
1592,127289.54680074658
1593,134008.36886033555
1594,149486.35842257563
1595,123096.84217592143
1596,223038.3390018486
1597,196299.42549270357
1598,209475.57180589333
1599,193914.06543863483
1600,192025.36232246913
1601,32601.442288974882
1602,122939.87863863294
1603,91322.18954755075
1604,261662.7667007459
1605,266876.3357427252
1606,192046.9925712099
1607,202242.5015615546
1608,237499.3387516375
